latitude,longitude
40.719932,-74.000140
40.719932,-74.000140
40.719135,-74.004968
40.719444,-73.998606
40.720591,-73.996610
40.720314,-73.996771
40.719924,-73.995999
40.704419,-73.923653
40.704500,-73.923520
40.704605,-73.923556
40.704802,-73.923539
40.705275,-73.923159
40.705286,-73.923189
40.707772,-73.922828
40.706558,-73.922773
40.705705,-73.921475
40.705480,-73.921373
40.705563,-73.921512
40.705436,-73.921700
40.709936,-73.924720
40.709297,-73.926031
40.708994,-73.925473
40.708855,-73.925187
40.708880,-73.925003
40.708891,-73.924912
40.709002,-73.924664
40.709063,-73.924551
40.709091,-73.924473
40.708925,-73.924300
40.707680,-73.924120
40.708305,-73.920356
40.707305,-73.921173
40.707836,-73.921831
40.708319,-73.922098
40.708347,-73.922114
40.708611,-73.922645
40.708480,-73.923275
40.708491,-73.923878
40.708780,-73.924023
40.708830,-73.924048
40.709052,-73.924048
40.716049,-73.999641
40.706036,-73.924548
40.744722,-73.946031
40.724691,-73.998675
40.744722,-73.946031
40.706744,-73.922620
40.706802,-73.922528
40.706891,-73.922423
40.706880,-73.922420
40.706955,-73.922298
40.707247,-73.922081
40.707263,-73.922031
40.707369,-73.921937
40.707372,-73.922120
40.707344,-73.922184
40.707361,-73.921995
40.707358,-73.921987
40.707691,-73.921800
40.707841,-73.921481
40.708491,-73.920684
40.704569,-73.926209
40.704500,-73.926173
40.705036,-73.926528
40.704913,-73.924314
40.705625,-73.923831
40.705886,-73.923364
40.706294,-73.923139
40.706297,-73.923264
40.674863,-73.989600
40.675019,-73.988312
40.678777,-73.982414
40.706422,-73.922509
40.706572,-73.922731
40.706738,-73.923067
40.706844,-73.923239
40.706944,-73.923684
40.706858,-73.923612
40.706569,-73.923978
40.706402,-73.924212
40.704955,-73.925745
40.704488,-73.926053
40.742932,-74.005547
40.739916,-74.002156
40.724522,-74.003089
40.724486,-74.003081
40.721347,-73.999439
40.724672,-73.998428
40.724750,-73.998742
40.726744,-74.003017
40.722802,-74.006003
40.698002,-73.926453
40.719680,-73.845099
40.719680,-73.845099
40.719680,-73.845099
40.717050,-73.974678
40.747436,-74.005048
40.704725,-73.935127
40.704806,-73.935173
40.704873,-73.934083
40.704819,-73.932635
40.704815,-73.932627
40.705699,-73.933456
40.705573,-73.933761
40.705573,-73.933761
40.704906,-73.935051
40.704884,-73.933984
40.704920,-73.933824
40.704956,-73.933612
40.704819,-73.932635
40.705081,-73.935241
40.744722,-73.946031
40.719775,-73.999956
40.723522,-73.992853
40.727763,-74.001889
40.729688,-74.002189
40.704931,-73.933722
40.704805,-73.935172
40.725302,-73.987895
40.725577,-73.989670
40.725363,-73.986920
40.727477,-73.984664
40.727177,-73.984398
40.726944,-73.984453
40.723744,-73.987887
40.723575,-73.988106
40.723422,-73.988409
40.722927,-73.989484
40.722897,-73.989439
40.723402,-73.990820
40.724397,-73.992395
40.722261,-73.991720
40.722100,-73.991670
40.722077,-73.990178
40.722013,-73.990153
40.747702,-73.989762
40.727958,-73.984589
40.705304,-73.931660
40.722008,-73.993312
40.722852,-73.995003
40.721184,-73.989014
40.720380,-73.991806
40.721277,-73.993395
40.713686,-73.973803
40.713972,-73.994904
40.723632,-73.991879
40.722275,-73.990567
40.722272,-73.990681
40.722508,-73.990992
40.722502,-73.990987
40.722605,-73.990928
40.723180,-73.990428
40.723113,-73.990920
40.722144,-73.989315
40.723113,-73.990920
40.727478,-73.982748
40.727478,-73.982748
40.720217,-73.989583
40.719247,-73.987864
40.719719,-73.991539
40.720336,-73.991828
40.720780,-73.991962
40.721369,-73.991725
40.722152,-73.992223
40.721763,-73.992298
40.721191,-73.992859
40.722071,-73.988682
40.722071,-73.988682
40.793888,-73.945242
40.714611,-73.994309
40.718227,-73.991137
40.720186,-73.988831
40.720219,-73.988787
40.720194,-73.988767
40.720233,-73.988964
40.721413,-73.988331
40.720063,-73.989903
40.719302,-73.989678
40.718477,-73.990170
40.737258,-74.000719
40.744826,-73.999968
40.762422,-73.996020
40.761130,-73.993005
40.705562,-73.996127
40.701121,-73.986825
40.722155,-74.002798
40.724058,-74.001320
40.740272,-74.003650
40.740061,-74.003278
40.740330,-74.003687
40.740924,-74.007800
40.721998,-73.994969
40.718813,-73.998278
40.701586,-73.986695
40.717050,-73.974678
40.708881,-73.931937
40.744722,-73.946031
40.674226,-74.010236
40.674242,-74.010214
40.740924,-74.007800
40.744469,-74.006945
40.747383,-74.005006
40.748880,-74.004023
40.749088,-74.003975
40.750719,-74.002698
40.743019,-73.994012
40.715025,-73.989812
40.715672,-73.989467
40.715672,-73.989467
40.717511,-73.992309
40.719615,-73.994100
40.719241,-73.994765
40.721998,-73.994969
40.721998,-73.994969
40.721998,-73.994969
40.721998,-73.994969
40.721998,-73.994969
40.724656,-73.993649
40.724656,-73.993649
40.724656,-73.993649
40.717402,-73.997956
40.717352,-73.997620
40.717127,-73.999000
40.701586,-73.986695
40.709700,-74.011300
40.725094,-73.981256
40.721233,-73.998131
40.719219,-73.990316
40.719219,-73.990316
40.772222,-73.930000
40.771394,-73.933109
40.771466,-73.931939
40.771788,-73.929800
40.772605,-73.929989
40.772369,-73.930128
40.739100,-73.995600
40.731894,-73.959228
40.729002,-73.986900
40.727266,-73.984598
40.727211,-73.984484
40.685916,-73.982170
40.727238,-73.989028
40.677077,-73.956445
40.721044,-73.995609
40.744722,-73.946031
40.744722,-73.946031
40.744722,-73.946031
40.678473,-73.979315
40.744722,-73.946031
40.744722,-73.946031
40.734071,-73.999292
40.770300,-73.982000
40.744722,-73.946031
40.744722,-73.946031
40.731602,-74.001012
40.707326,-73.932127
40.707326,-73.932127
40.707326,-73.932127
40.707326,-73.932127
40.703755,-73.931070
40.694009,-73.902357
40.694009,-73.902357
40.680847,-73.987459
40.704901,-73.989429
40.720070,-73.996202
40.720591,-73.993939
40.720623,-73.988329
40.721500,-74.005334
40.722800,-74.004800
40.721430,-73.999082
40.718936,-73.997506
40.719279,-73.997391
40.719141,-73.997327
40.721550,-74.000236
40.731602,-74.001012
40.725307,-73.991096
40.725364,-73.992544
40.724681,-73.993445
40.742379,-74.006481
40.722307,-74.000923
40.716000,-74.008759
40.698283,-73.925231
40.740169,-73.984245
40.706230,-73.934762
40.708702,-73.944878
40.708738,-73.937378
40.707369,-73.936012
40.707377,-73.935220
40.704527,-73.929298
40.708786,-73.926300
40.726166,-73.991334
40.707853,-73.921512
40.705971,-73.921898
40.706058,-73.922137
40.706722,-73.922687
40.706696,-73.923114
40.707239,-73.922124
40.707628,-73.921789
40.707449,-73.921928
40.707445,-73.921932
40.707445,-73.921932
40.707573,-73.921618
40.707573,-73.921618
40.706058,-73.922137
40.706664,-73.922688
40.706696,-73.923114
40.706696,-73.923114
40.706690,-73.923149
40.706690,-73.923149
40.707448,-73.921947
40.707448,-73.921947
40.707615,-73.921789
40.707615,-73.921789
40.744722,-73.946031
40.744722,-73.946031
40.713686,-73.973803
40.744722,-73.946031
40.721924,-73.995977
40.710095,-73.933671
40.744722,-73.946031
40.744722,-73.946031
40.750461,-73.945328
40.706722,-73.922687
40.706722,-73.922687
40.752475,-74.002168
40.725353,-73.991012
40.719959,-73.995864
40.724300,-73.988700
40.712019,-73.993481
40.709857,-74.010021
40.718350,-74.005456
40.714100,-74.011200
40.576404,-73.981482
40.576404,-73.981482
40.576404,-73.981482
40.576404,-73.981482
40.574489,-73.981515
40.574489,-73.981515
40.574489,-73.981515
40.574489,-73.981515
40.574489,-73.981515
40.750272,-73.945289
40.750519,-73.945542
40.750441,-73.945398
40.750530,-73.945412
40.750438,-73.945350
40.701061,-73.922562
40.746515,-74.005779
40.746515,-74.005779
40.757861,-73.985900
40.741943,-74.007789
40.741943,-74.007789
40.707538,-73.923026
40.707538,-73.923026
40.707104,-73.922451
40.707534,-73.923156
40.707104,-73.922451
40.707508,-73.921955
40.707500,-73.923055
40.706750,-73.922638
40.706973,-73.922424
40.706977,-73.922392
40.706968,-73.922411
40.706898,-73.922660
40.706898,-73.922660
40.706898,-73.922660
40.706898,-73.922660
40.749969,-73.945734
40.750561,-73.945342
40.750500,-73.945389
40.750511,-73.945412
40.750263,-73.945495
40.703169,-73.925562
40.793616,-73.945848
40.793500,-73.945573
40.698594,-73.957070
40.699136,-73.926645
40.757216,-73.986092
40.756783,-73.985834
40.757119,-73.986017
40.705304,-73.931660
40.705304,-73.931660
40.705304,-73.931660
40.705304,-73.931660
40.705304,-73.931660
40.710133,-74.007897
40.705304,-73.931660
40.704938,-73.934020
40.705304,-73.931660
40.722338,-73.987489
40.749118,-74.003702
40.707104,-73.922446
40.707534,-73.923156
40.707376,-73.922128
40.707508,-73.921955
40.707508,-73.921955
40.704803,-73.934128
40.744722,-73.946031
40.707313,-73.921962
40.710961,-73.958209
40.744722,-73.946031
40.744722,-73.946031
40.594777,-74.138188
40.744722,-73.946031
40.594777,-74.138188
40.594777,-74.138188
40.723258,-74.004120
40.744722,-73.946031
40.744722,-73.946031
40.744722,-73.946031
40.704497,-73.987115
40.744722,-73.946031
40.744722,-73.946031
40.714134,-73.990280
40.744722,-73.946031
40.742614,-73.984313
40.744722,-73.946031
40.584006,-73.897089
40.707946,-73.922851
40.707534,-73.923156
40.717956,-73.948802
40.707440,-73.922121
40.594777,-74.138188
40.737300,-73.990900
40.756270,-73.953212
40.717602,-73.957437
40.584006,-73.897089
40.684396,-73.964037
40.684396,-73.964037
40.714000,-73.965500
40.731486,-73.991889
40.719892,-74.002039
40.750280,-74.002404
40.726348,-73.983532
40.713646,-73.972342
40.678335,-74.017016
40.741890,-73.989991
40.713646,-73.972342
40.771888,-73.932108
40.771913,-73.933331
40.771393,-73.933106
40.744722,-73.946031
40.744722,-73.946031
40.710062,-73.933521
40.710037,-73.933605
40.710037,-73.933605
40.710038,-73.933606
40.709907,-73.933662
40.710061,-73.933521
40.710038,-73.933608
40.710011,-73.933689
40.710062,-73.933521
40.710062,-73.933521
40.710170,-73.933290
40.709907,-73.933662
40.744722,-73.946031
40.706137,-73.933201
40.709989,-73.933564
40.706137,-73.933201
40.701159,-73.893478
40.744722,-73.946031
40.744722,-73.946031
40.744722,-73.946031
40.744722,-73.946031
40.693912,-73.902330
40.693912,-73.902330
40.693912,-73.902330
40.693912,-73.902330
40.693912,-73.902330
40.693923,-73.902334
40.693923,-73.902334
40.693923,-73.902334
40.693923,-73.902334
40.741572,-73.991459
40.744722,-73.946031
40.761861,-73.979636
40.771539,-73.931486
40.771726,-73.931711
40.771913,-73.933331
40.771913,-73.933331
40.746257,-74.006009
40.723469,-73.999646
40.601433,-73.930778
40.724953,-74.002724
40.710038,-73.933609
40.720227,-73.954907
40.695582,-73.948180
40.727348,-74.000709
40.603388,-73.891789
40.718000,-74.001334
40.719500,-74.001834
40.706241,-73.922050
40.707457,-73.921980
40.706750,-73.922688
40.707474,-73.922002
40.706742,-73.922688
40.707457,-73.921980
40.706750,-73.922688
40.706750,-73.922688
40.706758,-73.922699
40.707457,-73.921980
40.707262,-73.922206
40.723851,-73.991214
40.707457,-73.921980
40.744722,-73.946031
40.744722,-73.946031
40.744722,-73.946031
40.744722,-73.946031
40.744722,-73.946031
40.719290,-73.993488
40.745086,-73.945230
40.743989,-73.944747
40.743989,-73.944747
40.715712,-73.995623
40.712744,-73.993928
40.705066,-73.989604
40.713686,-73.973803
40.744722,-73.946031
40.744722,-73.946031
40.727333,-73.990500
40.738437,-73.955132
40.738437,-73.955132
40.744722,-73.946031
40.704944,-73.931690
40.704944,-73.931690
40.705400,-73.933482
40.705237,-73.933192
40.672383,-73.962417
40.732166,-73.986834
40.721671,-73.993457
40.741752,-74.171889
40.771685,-73.982985
40.693000,-73.968681
40.720981,-73.996481
40.730333,-74.004334
40.749012,-74.003648
40.721721,-73.983875
40.874144,-73.910356
40.729763,-73.959362
40.722211,-74.047867
40.723358,-73.988992
40.706319,-73.931808
40.704936,-73.931690
40.704936,-73.931690
40.704936,-73.931690
40.717680,-73.988998
40.717050,-73.974678
40.713686,-73.973803
40.713686,-73.973803
40.744722,-73.946031
40.744722,-73.946031
40.793185,-73.973154
40.744722,-73.946031
40.753474,-74.000194
40.708783,-73.991589
40.703594,-73.988714
40.715753,-73.996009
40.712269,-73.936745
40.710391,-73.935298
40.710627,-73.935506
40.709463,-73.936225
40.709413,-73.936962
40.708705,-73.938931
40.708186,-73.938737
40.708530,-73.938637
40.708538,-73.938631
40.708561,-73.938214
40.708638,-73.937770
40.708811,-73.937423
40.708669,-73.936639
40.708655,-73.936709
40.708694,-73.936731
40.708938,-73.937031
40.708997,-73.937048
40.709008,-73.937039
40.709072,-73.937220
40.709313,-73.937139
40.709522,-73.937253
40.709786,-73.937250
40.709966,-73.937212
40.710186,-73.936323
40.710150,-73.936281
40.710183,-73.933448
40.710038,-73.933467
40.709891,-73.933764
40.707677,-73.927975
40.705286,-73.924198
40.705288,-73.924195
40.705261,-73.922973
40.705252,-73.923020
40.704822,-73.923534
40.704438,-73.923728
40.708344,-73.923173
40.708236,-73.923348
40.708202,-73.922762
40.707769,-73.922984
40.707725,-73.922978
40.707591,-73.922964
40.707419,-73.923334
40.706680,-73.922945
40.706652,-73.923125
40.706413,-73.923064
40.706352,-73.923089
40.706441,-73.922962
40.706125,-73.922267
40.706033,-73.921956
40.706675,-73.922703
40.706702,-73.922662
40.706730,-73.922581
40.706819,-73.922523
40.707025,-73.922434
40.707052,-73.922384
40.707177,-73.922331
40.707216,-73.922181
40.707294,-73.922131
40.707433,-73.922001
40.707450,-73.921912
40.707455,-73.921923
40.707597,-73.921928
40.707741,-73.921925
40.707680,-73.922048
40.707652,-73.921912
40.707663,-73.921756
40.707547,-73.921564
40.708530,-73.920709
40.707958,-73.921520
40.707913,-73.921531
40.707761,-73.921914
40.708063,-73.922431
40.708327,-73.922412
40.708377,-73.922351
40.708447,-73.922220
40.708877,-73.922373
40.708944,-73.922220
40.709011,-73.922250
40.708855,-73.922292
40.708780,-73.922339
40.708886,-73.922406
40.708697,-73.922523
40.708622,-73.922534
40.708580,-73.922570
40.744722,-73.946031
40.744722,-73.946031
40.713686,-73.973803
40.744722,-73.946031
40.744666,-73.946000
40.744722,-73.946031
40.744722,-73.946031
40.744722,-73.946031
40.744722,-73.946031
40.655686,-73.765164
40.705172,-73.924663
40.756132,-73.992469
40.781329,-73.920972
40.745273,-73.947193
40.744722,-73.946031
40.713686,-73.973803
40.742534,-74.006127
40.751593,-74.002103
40.708505,-73.922681
40.708441,-73.923806
40.708469,-73.923928
40.708741,-73.923992
40.708713,-73.924048
40.727128,-74.005225
40.792533,-73.952331
40.748397,-74.003462
40.733602,-73.986798
40.731494,-73.983089
40.723275,-73.979373
40.721402,-73.978034
40.713722,-73.993756
40.708491,-74.001189
40.707388,-74.002973
40.783067,-74.095433
40.720350,-74.043919
40.655108,-73.765039
40.677415,-74.013004
40.677415,-74.013004
40.677415,-74.013004
40.677415,-74.013004
40.677415,-74.013004
40.677415,-74.013004
40.677415,-74.013004
40.677415,-74.013004
40.863694,-73.926231
40.696013,-73.951134
40.679258,-73.988039
40.745415,-73.945584
40.744753,-73.945927
40.745289,-73.946260
40.874716,-73.919137
40.744722,-73.946031
40.744722,-73.946031
40.744722,-73.946031
40.729419,-74.147748
40.720745,-74.000258
40.714366,-73.961381
40.717050,-73.974678
40.636793,-73.928868
40.636793,-73.928868
40.636793,-73.928868
40.636166,-73.929995
40.635661,-73.931046
40.635018,-73.932505
40.634611,-73.933213
40.634391,-73.933632
40.634188,-73.934029
40.634188,-73.934104
40.634106,-73.934265
40.633952,-73.934447
40.632584,-73.937001
40.632380,-73.937280
40.632380,-73.937280
40.744753,-73.945927
40.670970,-73.979400
40.712141,-73.993489
40.713646,-73.959939
40.717336,-73.956078
40.727988,-74.178089
40.726622,-73.993728
40.749077,-74.004013
40.731216,-74.003800
40.634383,-73.933643
40.631240,-73.941689
40.630719,-73.946517
40.630719,-73.946517
40.630654,-73.947150
40.630589,-73.947697
40.629595,-73.957160
40.627552,-73.975131
40.627177,-73.977234
40.626355,-73.982212
40.625850,-73.986976
40.625394,-73.991460
40.625630,-73.994786
40.626705,-73.997265
40.626892,-73.997747
40.632763,-74.007285
40.634888,-74.011169
40.634888,-74.011169
40.724111,-74.045558
40.753749,-73.931810
40.720827,-73.984175
40.744722,-73.946031
40.744722,-73.946031
40.713686,-73.973803
40.744666,-73.946000
40.713686,-73.973803
40.744722,-73.946031
40.744722,-73.946031
40.716249,-73.994722
40.716903,-73.990913
40.744722,-73.946031
40.744722,-73.946031
40.749036,-74.003584
40.635507,-74.013197
40.636931,-74.018712
40.636931,-74.018712
40.637143,-74.019538
40.638495,-74.023228
40.638495,-74.023228
40.630076,-73.952364
40.766572,-73.996575
40.707758,-74.001947
40.722861,-73.981164
40.733177,-73.991160
40.737555,-73.992206
40.674600,-73.971442
40.723331,-73.989347
40.710502,-74.008366
40.721516,-73.995414
40.723602,-73.988937
40.718450,-74.001237
40.714661,-73.992278
40.720688,-73.993556
40.745086,-73.945230
40.743989,-73.944747
40.717525,-73.951292
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.629595,-73.957160
40.627552,-73.975131
40.627177,-73.977234
40.626355,-73.982212
40.625850,-73.986976
40.625394,-73.991460
40.625630,-73.994786
40.626705,-73.997265
40.626892,-73.997747
40.634888,-74.011169
40.634888,-74.011169
40.635507,-74.013197
40.636931,-74.018712
40.636931,-74.018712
40.638495,-74.023228
40.638495,-74.023228
40.630076,-73.952364
40.707758,-74.001947
40.722861,-73.981164
40.733177,-73.991160
40.737555,-73.992206
40.674600,-73.971442
40.723331,-73.989347
40.710502,-74.008366
40.720827,-73.984175
40.744722,-73.946031
40.744722,-73.946031
40.713686,-73.973803
40.744666,-73.946000
40.713686,-73.973803
40.721516,-73.995414
40.723602,-73.988937
40.718450,-74.001237
40.714661,-73.992278
40.744722,-73.946031
40.744722,-73.946031
40.720688,-73.993556
40.745086,-73.945230
40.743989,-73.944747
40.716249,-73.994722
40.716903,-73.990913
40.716899,-73.990913
40.744722,-73.946031
40.629197,-73.960626
40.629123,-73.961623
40.628692,-73.965958
40.625915,-73.995698
40.630703,-74.003820
40.636231,-74.015997
40.721683,-73.999017
40.744722,-73.946031
40.749036,-74.003584
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.747525,-74.007575
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.744859,-73.945627
40.745018,-73.945098
40.721177,-73.994066
40.722624,-73.992328
40.720038,-73.988069
40.718883,-73.991592
40.723038,-73.989551
40.707122,-73.851031
40.707230,-73.851202
40.744722,-73.946031
40.744722,-73.946031
40.727531,-73.992413
40.746208,-74.005750
